#,English/Russian,POS,Level,Serbian
2436,size / размер,Noun,A2,величина
2437,ski / лыжи,Verb Noun,A2,скија
2438,skiing / катание на лыжах,Noun,A2,скијање
2439,skill / навык,Noun,A1,вештина
2440,skin / козел,Noun,A2,кожа
2441,skirt / юбка,Noun,A1,сукња
2442,sky / небо,Noun,A2,небо
2443,slave / Роб,Noun,B2,Роб
2444,sleep / мечтать,"Verb , Noun","A1, A2",сан
2445,slice / ломтик,Noun Verb,B1,кришка
2446,slide / Горка,Verb Noun,B2,Тобоган
2447,slight / маленький,Adjective,B2,мала
2448,slightly / немного,Adverb,B1,мало
2449,slip / катание на коньках,Verb,B2,клизање
2450,slope / склон,Noun Verb,B2,нагиб
2451,slow / спор,"Adjective , Verb","A1, B1",спор
2452,slowly / медленно,Adverb,A2,полако
2453,small / маленький,Adjective,A1,мали
2454,smart / проницательный,Adjective,B1,оштроуман
2455,smartphone / смартфон,Noun,A2,смартфон
2456,smell / запах,Verb Noun,A2,мирис
2457,smile / улыбка,Verb Noun,A2,осмех
2458,smoke / дым,Noun Verb,A2,дим
2459,smoking / курение,Noun,A2,пушење
2460,smooth / гладкий; плавный,Adjective,B1,смоотх
2461,snake / змея,Noun,A1,змија
2462,snow / снег,Noun Verb,A1,снег
2463,so / как это,Adverb conj.,A1,тако
2464,soap / мыло,Noun,A2,сапун
2465,soccer / футбол,Noun,A2,фудбал
2466,social / Социальное,Adjective,A2,друштвени
2467,society / общество,Noun,A2,друштво
2468,sock / носок,Noun,A2,чарапа
2469,soft / мягкий,Adjective,A2,мек
2470,software / программного обеспечения,Noun,B1,софтвер
2471,soil / земля,Noun,B1,тло
2472,solar / солнечный,Adjective,B2,соларни
2473,soldier / солдат,Noun,A2,војник
2474,solid / твердый,Adjective Noun,B1,чврст
2475,solution / решение,Noun,A2,решење
2476,solve / решать,Verb,A2,решити
2477,some / немного,det. proNoun,A1,неки
2478,somebody / кто то,proNoun,A1,неко
2479,someone / кто то,proNoun,A1,неко
2480,something / что-нибудь,proNoun,A1,нешто
2481,sometimes / иногда,Adverb,A1,понекад
2482,somewhat / что-нибудь,Adverb,B2,нешто
2483,somewhere / где-то,Adverb proNoun,A2,негде
2484,son / сын,Noun,A1,син
2485,song / песня,Noun,A1,песма
2486,soon / Скоро,Adverb,A1,ускоро
2487,sorry / Мне жаль,Adjective exclam.,A1,извињавам се
2488,sort / Разновидность,"Noun, Verb","A2, B1",врста
2489,soul / душа,Noun,B2,душа
2490,sound / звук,Noun Verb,A1,звук
2491,soup / суп,Noun,A1,супа
2492,source / источник,Noun,A2,извор
2493,south / юг,Noun Adjective Adverb,A1,југ
2494,southern / южный,Adjective,B1,јужни
2495,space / пространство,Noun,A1,простор
2496,speak / Говорить,Verb,A1,говорити
2497,speaker / громкоговоритель,Noun,A2,звучник
2498,special / специальный,Adjective,A1,посебан
2499,specialist / специалист,Noun Adjective,B2,специјалиста
2500,species / Разновидность,Noun,B2,врста
2501,specific / специфический,Adjective,A2,специфичан
2502,specifically / особенно,Adverb,B1,посебно
2503,speech / разговаривать,Noun,A2,говор
2504,speed / скорость,"Noun, Verb","A2, B2",брзина
2505,spell / орфографии,Verb,A1,чаролија
2506,spelling / написание,Noun,A1,правопис
2507,spend / проводить,Verb,A1,провести
2508,spending / расходы,Noun,B1,трошење
2509,spicy / пряный,Adjective,B1,пикантан
2510,spider / паук,Noun,A2,паук
2511,spirit / призрак,Noun,B1,дух
2512,spiritual / духовный,Adjective,B2,духовни
2513,split / разделять,Verb Noun,B2,разделити
2514,spoken / разговорный,Adjective,B1,спокен
2515,sponsor / спонсор,Verb Noun,B2,спонзор
2516,spoon / ложка,Noun,A2,кашика
2517,sport / спортивный,Noun,A1,спорт
2518,spot / место,"Noun, Verb","B1, B2",место
2519,spread / расширение,"Verb , Noun","B1, B2",ширење
2520,spring / весна,"Noun, Verb","A1, B1",пролеће
2521,square / площадь,Adjective Noun,A2,квадрат
2522,stable / стабильный,Adjective,B2,стабилан
2523,stadium / стадион,Noun,B1,стадион
2524,staff / сотрудники,Noun,B1,особље
2525,stage / фаза,"Noun, Verb","A2, B2",фаза
2526,stair / шаг,Noun,A2,степеник
2527,stamp / печать,Noun,A2,печат
2528,stand / стоять,"Verb , Noun","A1, B2",стајати
2529,standard / стандартный,Noun Adjective,B1,стандардни
2530,star / Звезда,"Noun, Verb","A1, A2",Звезда
2531,stare / глазеть,Verb,B2,буљити
2532,start / начало,"Verb , Noun","A1, A2",почетак
2533,state / государство,"Noun, Adjective , v","A2, B1",стање
2534,statement / утверждение,Noun,A1,изјава
2535,station / станция,Noun,A1,станица
2536,statistic / статистически,Noun,B1,статистички
2537,statue / статуя,Noun,B1,статуа
2538,status / статус,Noun,B2,статус
2539,stay / остаться,"Verb , Noun","A1, A2",боравак
2540,steady / стабильный,Adjective,B2,стабилан
2541,steal / украсть,Verb,A2,украсти
2542,steel / стали,Noun,B2,челик
2543,steep / отвесный,Adjective,B2,стрм
2544,step / Шаг,"Noun, Verb","A2, B2",Корак
2545,stick (push into/attach) / палка (вставить / прикрепить),Verb,B1,штап (Пусх у / аттацх)
2546,stick (piece of wood) / палка (кусок дерева),Noun,B1,штап (комад дрвета)
2547,sticky / липкий,Adjective,B2,лепљив
2548,stiff / жесткий,Adjective,B2,крут
2549,still / Все еще,"Adverb , Adjective","A1, B1",још увек
2550,stock / действие,Noun,B2,акција
2551,stomach / желудок,Noun,A2,стомак
2552,stone / камень,Noun,A2,камен
2553,stop / остановка,Verb Noun,A1,зауставити
2554,store / магазин,"Noun, Verb","A2, B1",продавница
2555,storm / шторм,Noun,A2,олуја
2556,story / история,Noun,A1,прича
2557,straight / Правильно,Adverb Adjective,A2,право
2558,strange / странный,Adjective,A2,чудан
2559,stranger / незнакомец,Noun,B1,странац
2560,strategy / стратегия,Noun,A2,стратегија
2561,stream / ручей,Noun,B2,поток
2562,street / Улица,Noun,A1,улица
2563,strength / сила,Noun,B1,снага
2564,stress / стресс,Noun Verb,A2,стрес
2565,stretch / растяжение,Verb Noun,B2,растезање
2566,strict / строгий,Adjective,B2,строг
2567,strike / удар,Verb Noun,B2,ударац
2568,string / нить,Noun,B1,низ
2569,strong / сильный,Adjective,A1,јак
2570,strongly / сильно,Adverb,B1,снажно
2571,structure / структура,"Noun, Verb","A2, B2",структура
2572,struggle / Борьба,Verb Noun,B2,борба
2573,student / ученик,Noun,A1,ученик
2574,studio / ателье,Noun,B1,атеље
2575,study / исследование,Noun Verb,A1,студија
2576,stuff / вещи,"Noun, Verb","B1, B2",ствари
2577,stupid / глупый,Adjective,A2,глуп
2578,style / стиль,Noun,A1,стил
2579,subject / предмет,"Noun, Adjective","A1, B2",предмет
2580,submit / принимать,Verb,B2,прихвати
2581,substance / вещество,Noun,B1,супстанца
2582,succeed / преуспеть,Verb,A2,успети
2583,success / успех,Noun,A1,успех
2584,successful / успешный,Adjective,A2,успешан
2585,successfully / успешно,Adverb,B1,успешно
2586,such / как это,det./proNoun,A2,тако
2587,sudden / внезапный,Adjective,B1,изненадан
2588,"suddenly / вдруг, внезапно",Adverb,A2,изненада
2589,suffer / страдать,Verb,B1,патити
2590,sugar / сахар,Noun,A1,шећер
2591,suggest / предложить,Verb,A2,сугерисати
2592,suggestion / предложение,Noun,A2,предлог
2593,suit / подходить,"Noun, Verb","A2, B1",одело
2594,suitable / удобный,Adjective,B1,погодан
2595,sum / сумма,Noun Verb,B2,збир
2596,summarize / подвести итог,Verb,B1,резимирати
2597,summary / резюме,Noun,B1,резиме
2598,summer / лето,Noun,A1,лето
2599,sun / Солнце,Noun,A1,сунце
2600,Sunday / Воскресенье,Noun,A1,недеља
2601,supermarket / Супермаркет,Noun,A1,супер маркет
2602,supply / поставлять,Noun Verb,B1,снабдевање
2603,support / поддерживать,Verb Noun,A2,подршка
2604,supporter / сторонник,Noun,B1,присталица
2605,suppose / предполагать,Verb,A2,претпоставити
2606,sure / Безопасно,"Adjective , Adverb","A1, A2",сигуран
2607,surely / Безопасно,Adverb,B1,сигурно
2608,surface / площадь поверхности,Noun,B1,површина
2609,surgery / операция,Noun,B2,хирургија
2610,surprise / сюрприз,Noun Verb,A2,изненађење
2611,surprised / удивлен,Adjective,A2,изненадио
2612,surprising / удивительный,Adjective,A2,изненађује
2613,surround / окружать,Verb,B2,окрузити
2614,surrounding / который окружает,Adjective,B2,који окружује
2615,survey / обзор,"Noun, Verb","A2, B2",преглед
2616,survive / выживать,Verb,B1,преживети
2617,suspect / подозрительный,Verb Noun,B2,сумњив
2618,swear / клясться,Verb,B2,заклети се
2619,sweater / свитер,Noun,A1,џемпер
2620,sweep / импульс,Verb,B2,замах
2621,sweet / милый,Adjective Noun,A2,сладак
2622,swim / плавать,"Verb , Noun","A1, B1",пливати
2623,swimming / плавание,Noun,A1,пливање
2624,switch / выключатель,"Verb , Noun","B1, B2",прекидач
2625,symbol / символ,Noun,A2,симбол
2626,sympathy / раздавить,Noun,B2,симпатија
2627,symptom / симптом,Noun,B1,симптом
2628,system / система,Noun,A2,систем
2629,table / Таблица,Noun,A1,сто
2630,tablet / планшет,Noun,A2,таблета
2631,tail / хвост,Noun,B1,Реп
2632,take / Брать,Verb,A1,узети
2633,tale / история,Noun,B2,прича
2634,talent / талант,Noun,B1,таленат
2635,talented / талантливый,Adjective,B1,талентован
2636,talk / беседа,"Verb , Noun","A1, A2",разговор
2637,tall / высокий,Adjective,A1,висок
2638,tank / бак,Noun,B2,резервоар
2639,tape / лента,Noun,B1,трака
2640,target / цель,"Noun, Verb","A2, B2",мета
2641,task / назначение,Noun,A2,задатак
2642,taste / вкус,Noun Verb,A2,укус
2643,tax / налог,Noun Verb,B1,порез
2644,taxi / такси,Noun,A1,такси
2645,tea / чай,Noun,A1,чај
2646,teach / я преподаю,Verb,A1,Предајем
2647,teacher / учитель,Noun,A1,учитељ
2648,teaching / Учиться,Noun,A2,Учити
2649,team / команда,Noun,A1,тим
2650,tear1 / слеза1,Verb Noun,B2,теар1
2651,tear2 / слеза2,Noun,B2,теар2
2652,technical / технически,Adjective,B1,технички
2653,technique / техника,Noun,B1,техника
2654,technology / технологии,Noun,A2,технологија
2655,teenage / подростковый,Adjective,A2,тинејџерски
2656,teenager / подросток,Noun,A1,тинејџер
2657,telephone / Телефон,Noun Verb,A1,телефон
2658,television / телевидение,Noun,A1,телевизија
2659,tell / сказать,Verb,A1,рећи
2660,temperature / температура,Noun,A2,температура
2661,temporary / временный,Adjective,B2,привремен
2662,ten / 10,number,A1,десет
2663,tend / убери это,Verb,B1,склони
2664,tennis / Большой теннис,Noun,A1,Тенис
2665,tent / палатка,Noun,B1,шатор
2666,"term / деловое свидание, встреча","Noun, Verb","A2, B2",термин
2667,terrible / ужасный,Adjective,A1,страшан
2668,test / тест,Noun Verb,A1,тест
2669,text / текст,"Noun, Verb","A1, A2",текст
2670,than / скорее,conj.,A1,него
2671,thank / благодарить,Verb,A1,захвалити
2672,thanks / Благодарность,exclam. Noun,A1,Хвала
2673,that / что,"det. proNoun conj., Adverb","A1, B1",то
2675,theatre / театр,Noun,A1,театар
2676,their / их,det.,A1,њихов
2677,theirs / их,proNoun,B1,њихов
2678,them / их,proNoun,A1,њих
2679,theme / тема,Noun,B1,тема
2680,themselves / самим собой,proNoun,A2,себе
2681,then / тогда,Adverb,A1,онда
2682,theory / теория,Noun,B1,теорија
2683,therapy / терапия,Noun,B2,терапија
2684,there / там,Adverb,A1,тамо
2685,therefore / так,Adverb,B1,стога
2686,they / Oни,proNoun,A1,они
2687,thick / толстый,Adjective,A2,дебео
2688,thief / вор,Noun,A2,лопов
2689,thin / тонкий,Adjective,A2,танак
2690,thing / вещь,Noun,A1,ствар
2691,think / считать,Verb,A1,мислити
2692,thinking / мышление,Noun,A2,размишљање
2693,third / в третьих,"number, Noun","A1, A2",трећи
2694,thirsty / жаждущий,Adjective,A1,жедан
2695,thirteen / тринадцать,number,A1,тринаест
2696,thirty / тридцать,number,A1,тридесет
2697,this / это,"det./proNoun, Adverb","A1, B1",ово
2698,though / и если,conj. Adverb,B1,иако
2699,thought / мысль,Noun,A2,мисао
2700,thousand / тысяча,number,A1,хиљада
2701,threat / угроза,Noun,B2,претња
2702,threaten / угрожать,Verb,B2,претити
2703,three / три,number,A1,три
2704,throat / горло,Noun,B1,грло
2705,through / сквозь,prep. Adverb,A1,кроз
2706,throughout / в течение,prep./Adverb,B1,током
2707,throw / бросать,Verb,A2,бацити
2708,Thursday / Четверг,Noun,A1,четвртак
2709,thus / как это,Adverb,B2,тако
2710,ticket / Проездной билет,Noun,A1,Улазница
2711,tidy / аккуратный,Adjective v,A2,уредан
2712,tie / галстук,Verb Noun,A2,кравата
2713,tight / тугой,Adjective,B1,тесан
2714,till / к,conj./prep.,B1,до
2715,time / время,"Noun, Verb","A1, B2",време
2716,tin / банка,Noun,B1,калај
2717,tiny / крошечный,Adjective,B1,сићушан
2718,tip / Совет,"Noun, Verb","A2, B1",Савет
2719,tired / устала,Adjective,A1,уморан
2720,title / заглавие,Noun,"A1, B2",наслов
2721,to / к,"prep., infinitive marker",A1,до
2722,today / Cегодня,Adverb Noun,A1,данас
2723,toe / палец,Noun,B1,ножни прст
2724,together / вместе,Adverb,A1,заједно
2725,toilet / Туалет,Noun,A1,тоалет
2726,tomato / помидоры,Noun,A1,парадајз
2727,tomorrow / завтра,Adverb Noun,A1,сутра
2728,tone / тон,Noun,B2,тон
2729,tongue / Язык,Noun,B1,језик
2730,tonight / сегодня ночью,Adverb n,A1,вечерас
2731,too / Слишком,Adverb,A1,такође
2732,tool / инструменты,Noun,A2,оруђе
2733,tooth / зуб,Noun,A1,зуб
2734,top / Топ,"Noun, Adjective",A2,врх
2735,topic / тема,Noun,A1,тема
2736,total / общий,Adjective Noun,B1,укупан
2737,totally / полностью,Adverb,B1,тотално
2738,touch / трогать,"Verb , Noun","A2, B1",додир
2739,tough / жесткий,Adjective,B2,жилав
2740,tour / тур,"Noun, Verb","A2, B1",турнеја
2741,tourism / туризм,Noun,A2,туризам
2742,tourist / туристический,Noun,A1,туристички
2743,towards / За,prep.,A2,за
2744,towel / Полотенце,Noun,A2,пешкир
2745,tower / башня,Noun,A2,кула
2746,town / Город,Noun,A1,Град
2747,toy / игрушка,"Noun, Adjective",A2,играчка
2748,track / отслеживать,"Noun, Verb","A2, B2",трацк
2749,trade / торговля,"Noun, Verb",B1,трговина
2750,tradition / традиция,Noun,A2,традиција
2751,traditional / традиционный,Adjective,A2,традиционалан
2752,traffic / движение,Noun,A1,саобраћај
2753,train / тренироваться,"Noun, Verb","A1, A2",воз
2754,trainer / тренер,Noun,A2,тренер
2755,training / учебный курс,Noun,A2,обука
2756,transfer / передача,Verb Noun,B2,пренос
2757,transform / трансформировать,Verb,B2,трансформисати
2758,transition / переход,Noun,B2,прелаз
2759,translate / перевести,Verb,B1,превести
2760,translation / перевод,Noun,B1,превод
2761,transport / транспорт,"Noun, Verb","A2, B1",превоз
2762,travel / путешествовать,Verb Noun,A1,путовање
2763,traveller / пассажир,Noun,A2,путник
2764,treat / удовольствие,Verb,B1,лечити
2765,treatment / лечение,Noun,B1,лечење
2766,tree / древесина,Noun,A1,дрво
2767,trend / обойти,Noun,B1,кретање
2768,trial / Испытание,Noun,B2,суђење
2769,trick / обманывать,Noun Verb,B1,трик
2770,trip / путешествовать,"Noun, Verb","A1, B2",путовање
2771,tropical / тропический,Adjective,B2,тропски
2772,trouble / проблема,"Noun, Verb","A2, B2",проблем
2773,trousers / брюки,Noun,A1,панталоне
2774,truck / грузовая машина,Noun,A2,камион
2775,TRUE / ПРАВДА,Adjective,A1,ИСТИНИТО
2776,truly / В самом деле,Adverb,B2,заиста
2777,trust / доверять,Noun Verb,B2,поверење
2778,truth / правда,Noun,B1,истина
2779,try / попробуй,"Verb , Noun","A1, B2",покушати
2780,T-shirt / Футболка,Noun,A1,Мајица
2781,tube / трубка,Noun,B1,цев
2782,Tuesday / Вторник,Noun,A1,уторак
2783,tune / мелодия,Noun,B2,мелодија
2784,tunnel / туннель,Noun,B2,тунел
2785,turn / строка,Verb Noun,A1,ред
2786,TV / Телевизор,Noun,A1,ТВ
2787,twelve / двенадцать,number,A1,дванаест
2788,twenty / 20,number,A1,двадесет
2789,twice / дважды,Adverb,A1,два пута
2790,twin / близнец,Noun Adjective,A2,близанац
2791,two / два,number,A1,два
2792,type / тип,"Noun, Verb","A1, B1",тип
2793,typical / типичный,Adjective,A2,типичан
2794,typically / обычно,Adverb,B1,типично
2795,tyre / резина,Noun,B1,гума
2796,ugly / уродливый,Adjective,B1,ружан
2797,ultimately / в конце концов,Adverb,B2,коначно
2798,umbrella / зонт,Noun,A1,кишобран
2799,unable / неспособный,Adjective,B1,неспособан
2800,uncle / дядя,Noun,A1,стриц
2801,uncomfortable / неудобный,Adjective,B1,неудобан
2802,unconscious / бессознательный,Adjective,B2,несвестан
2803,under / пол,prep. Adj,A1,под
2804,underground / под землей,Adjective Adverb,A2,под земљом
2805,understand / чтобы понять,Verb,A1,разумети
2806,understanding / понимание,Noun,A2,разумевање
2807,underwear / нижнее белье,Noun,B1,Доњи веш
2808,unemployed / безработные,Adjective,B1,незапослен
2809,unemployment / безработица,Noun,B1,незапосленост
2810,unexpected / непредвиденный,Adjective,B2,неочекиван
2811,unfair / несправедливый,Adjective,B1,неправедан
2812,unfortunately / К сожалению,Adverb,A2,нажалост
2813,unhappy / несчастный,Adjective,A2,несрећан
2814,uniform / униформа,Noun,A2,униформа
2815,union / союз,Noun,B1,унија
2816,unique / уникальный,Adjective,B2,јединствен
2817,unit / Ед. изм,Noun,A2,јединица
2818,united / уникальный,Adjective,A2,јединствен
2819,universe / пространство,Noun,B2,свемир
2820,university / Университет,Noun,A1,универзитет
2821,unknown / неизвестный,Adjective,B2,непознат
2822,unless / если не,conj.,B1,ако не
2823,unlike / в отличие,prep.,B1,за разлику од
2824,unlikely / невероятно,Adjective,B1,невероватно
2825,unnecessary / ненужный,Adjective,B1,непотребан
2826,unpleasant / неприятный,Adjective,B1,непријатан
2827,until / до того как,conj./prep.,A1,све док
2828,unusual / необычный,Adjective,A2,неуобичајен
2829,up / вверх,Adverb proNoun,A1,горе
2830,update / Обновить,Verb Noun,B1,ажурирање
2831,upon / на,prep.,B1,на
2832,upper / верхний,Adjective,B2,горњи
2833,upset / расстройство,Adjective v,B1,узнемирен
2834,upstairs / вверх,"Adverb , Adjective","A1, A2",горе
2835,upwards / вверх,Adverb,B2,нагоре
2836,urban / городской,Adjective,B2,урбани
2837,urge / побуждать,Verb,B2,нагон
2838,us / наш,proNoun,A1,нас
2839,use / использование,"Verb , Noun","A1, A2",употреба
2840,used / использует,Adjective,B1,користи
2841,used to / использовать для,modal Verb,A2,користи за
2842,useful / полезный,Adjective,A1,користан
2843,user / Пользователь,Noun,A2,корисник
2844,usual / обычный,Adjective,A2,уобичајен
2845,usually / Обычно,Adverb,A1,обично
2846,vacation / праздничный день,Noun,A1,одмор
2847,valley / Долина,Noun,A2,долина
2848,valuable / ценный,Adjective,B1,вредан
2849,value / ценность,"Noun, Verb","B1, B2",вредност
2850,van / Ван,Noun,A2,комби
2851,variety / разнообразие,Noun,A2,разноврсност
2852,various / разнообразный,Adjective,B1,разноврстан
2853,vary / отличаться,Verb,B2,варирати
2854,vast / огромный,Adjective,B2,огроман
2855,vegetable / овощи,Noun,A1,поврће
2856,vehicle / средство передвижения,Noun,A2,возило
2857,venue / место,Noun,B2,место
2858,version / версия,Noun,B1,верзија
2859,very / очень,"Adverb , Adjective","A1, B1",врло
2860,via / через,prep.,B2,преко
2861,victim / потерпевший,Noun,B1,жртва
2862,victory / победа,Noun,B2,победа
2863,video / видео,Noun,A1,видео
2864,view / вид,"Noun, Verb","A2,",поглед
2865,viewer / наблюдатель,Noun,B1,посматрач
2866,village / сельская местность,Noun,A1,село
2867,violence / насилие,Noun,B2,насиље
2868,violent / жестокий,Adjective,B1,насилан
2869,virtual / виртуальный,Adjective,B2,виртуелни
2870,virus / вирус,Noun,A2,вирус
2871,vision / зрение,Noun,B2,визија
2872,visit / посещать,Verb Noun,A1,посета
2873,visitor / посетитель,Noun,A1,посетилац
2874,visual / визуальный,Adjective,B2,визуелан
2875,vital / жизненно важный,Adjective,B2,виталан
2876,vitamin / витамин,Noun,B2,витамин
2877,voice / голос,Noun,A2,глас
2878,volume / Объем,Noun,B2,обим
2879,volunteer / волонтер,Noun Verb,B1,волонтер
2880,vote / голос,Noun Verb,B1,глас
2881,wage / зарплата,Noun,B2,плата
2882,wait / ждать,"Verb , Noun","A1, A2",чекати
2883,waiter / официант,Noun,A1,конобар
2884,wake / пробуждение,Verb,A1,буђење
2885,walk / ходить,Verb Noun,A1,ходати
2886,wall / Стена,Noun,A1,зид
2887,want / хотеть,Verb,A1,желети
2888,war / война,Noun,A2,рат
2889,warm / тепло,"Adjective , v","A1, B1",топао
2890,warn / предупреждать,Verb,B1,упозорити
2891,warning / предупреждение,Noun,B1,упозорење
2892,wash / мыть,"Verb , Noun","A1, A2",прање
2893,washing / мыть,Noun,A2,прање
2894,waste / проигрыш,"Noun v, Adjective",B1,губљење
2895,watch / смотреть,Verb Noun,A1,гледати
2896,water / вода,"Noun, Verb","A1, B1",вода
2897,wave / волна,Noun,"A2, B1",талас
2898,way / способ,Noun,"A1, B2",начин
2899,we / мы,proNoun,A1,ми
2900,weak / слабый,Adjective,A2,слаб
2901,weakness / слабость,Noun,B2,слабост
2902,wealth / богатство,Noun,B2,богатство
2903,wealthy / богатый,Adjective,B2,богат
2904,weapon / оружие,Noun,B1,оружје
2905,wear / носить,Verb,A1,носити
2906,weather / время,Noun,A1,време
2907,web / Интернет,Noun,A2,Веб
2908,website / Веб-сайт,Noun,A1,веб сајт
2909,wedding / свадьба,Noun,A2,венчање
2910,Wednesday / Среда,Noun,A1,Среда
2911,week / Воскресенье,Noun,A1,Недеља
2912,weekend / выходные,Noun,A1,викенд
2913,weigh / соответствовать,Verb,B1,одмерити
2914,weight / Масса,Noun,A2,тежина
2915,welcome / Добро пожаловать,"exclam. Verb Adjective , n","A1, A2",Добродошли
2916,well / Хорошо,"Adverb , Adjective , exclam.",A1,добро
2917,west / запад,Noun Adjective Adverb,A1,западно
2918,western / вестерн,Adjective,B1,западни
2919,wet / мокрый,Adjective,A2,мокар
2920,what / какая,proNoun/det.,A1,Шта
2921,whatever / что бы ни,det./proNoun,B1,шта год
2922,wheel / колесо,Noun,A2,точак
2923,when / когда,Adverb proNounconj.,A1,када
2924,whenever / когда бы ни,conj.,B1,било када
2925,where / куда,Adverb conj.,A1,где
2926,whereas / а,conj.,B2,а
2927,wherever / где бы,conj.,B2,где год
2928,whether / будь то,conj.,B1,да ли је
2929,which / который,proNoun/det.,A1,која
2930,while / пока,"conj., Noun","A2, B1",док
2931,whisper / шепот,Verb Noun,B2,шапат
2932,white / белый,Adjective Noun,A1,бео
2933,who / кто,proNoun,A1,ко
2934,whole / весь,"Adjective , n","A2, B1",цео
2935,whom / который из,proNoun,B2,којег
2936,whose / чья,det./proNoun,A2,чији
2937,why / Почему,Adverb,A1,зашто
2938,wide / широкий,Adjective,A2,широк
2939,widely / широкий,Adverb,B2,широко
2940,wife / женщина,Noun,A1,жена
2941,wild / дикий,Adjective,A2,дивљи
2942,wildlife / дикие животные,Noun,B2,дивље животиње
2943,will / воля,"modal, Noun Verb","A1,",воља
2944,willing / готовый,Adjective,B2,вољан
2945,win / победить,"Verb , Noun","A1, B1",победити
2946,wind1 / ветер1,Noun,A2,винд1
2947,wind2 / ветер2,Verb,B2,винд2
2948,window / окно,Noun,A1,прозор
2949,wine / вино,Noun,A1,вино
2950,wing / колени,Noun,B1,крило
2951,winner / победитель,Noun,A2,победник
2952,winter / зима,Noun,A1,зима
2953,wire / провод,Noun,B2,жица
2954,wise / мудрый,Adjective,B2,мудар
2955,wish / хотеть,Verb Noun,A2,желети
2956,with / с,prep.,A1,са
2957,within / в пределах,prep.,B1,у склопу
2958,without / без,prep.,A1,без
2959,witness / до того как,Noun Verb,B2,сведок
2960,woman / женщина,Noun,A1,жена
2961,wonder / чудо,Verb Noun,B1,чудо
2962,wonderful / красивая,Adjective,A1,предивна
2963,wood / древесина,Noun,A2,дрва
2964,wooden / деревянный,Adjective,A2,дрвен
2965,wool / шерсть,Noun,B1,вуна
2966,word / Слово,Noun,A1,реч
2967,work / Работа,Verb Noun,A1,рад
2968,worker / рабочий,Noun,A1,радник
2969,working / Работа,Adjective,A2,рад
2970,world / мир,Noun,A1,свет
2971,worldwide / мирской,Adjective Adverb,B1,светски
2972,worried / волновался,Adjective,A2,забринути
2973,worry / волновался,Verb Noun,"A2, B1",забринути
2974,worse / вверх,"Adjective, AdVerb Noun","A2,B1, B2",горе
2975,worst / худший,"Adjective, AdVerb","A2,B1, B2",најгори
2976,worth / ценность,"Adjective, Noun","B1, B2",вредност
2977,would / Бы,"modal, Verb",A1,Воулд
2978,wound / ранить,Noun Verb,B2,рана
2979,wow / Вот это да,exclam.,A2,вау
2980,wrap / Сворачивать,Verv,B2,Врап
2981,write / Напишите,Verb,A1,Пишите
2982,writer / писатель,Noun,A1,писац
2983,writing / пишу,Noun,A1,писање
2984,written / написано,Adjective,B1,написан
2985,wrong / неправильный,"Adjective, AdVerb Noun","A1, B1, B2",погрешно
2986,yard / площадка,Noun,B1,двориште
2987,yeah / Да,exclam.,A1,да
2988,year / год,Noun,A1,година
2989,yellow / желтый,"Adjective, Noun",A1,жут
2990,yes / Да,exclam.,A1,да
2991,yesterday / вчерашний день,AdVerb Noun,A1,јуче
2992,yet / более,AdVerb conj.,"A2, B2",још
2993,you / ты,proNoun,A1,ти
2994,young / молодой,"Adjective, Noun","A1, B1",млади
2995,your / твой,det.,A1,твој
2996,yours / твой,proNoun,A2,твој
2997,yourself / один и,proNoun,A1,сами
2998,youth / молодежь,Noun,B1,омладина
2999,zero / нуль,number,A2,нула
3000,zone / зона,Noun,B2,зона
